slug,repo,worm_file,ts,mode,seed,population,generations,jitter,delta_linf,caos_ratio,sr,G,ece,rho_bias,fp,nov_last,nov_global,score,hash,gate_pass
danielgonzagat-CompressAI,https://github.com/danielgonzagat/CompressAI,fusion_danielgonzagat-CompressAI_20251001_140846_526786.json,2025-10-01 14:08:46,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-CookLikeHOC,https://github.com/danielgonzagat/CookLikeHOC,fusion_danielgonzagat-CookLikeHOC_20251001_135626_786079.json,2025-10-01 13:56:25,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-CopilotKit,https://github.com/danielgonzagat/CopilotKit,fusion_danielgonzagat-CopilotKit_20251001_135340_620910.json,2025-10-01 13:53:40,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Cradle,https://github.com/danielgonzagat/Cradle,fusion_danielgonzagat-Cradle_20251001_142444_484685.json,2025-10-01 14:24:44,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-CryptoGPT,https://github.com/danielgonzagat/CryptoGPT,fusion_danielgonzagat-CryptoGPT_20251001_142456_496574.json,2025-10-01 14:24:56,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-CurricularFace,https://github.com/danielgonzagat/CurricularFace,fusion_danielgonzagat-CurricularFace_20251001_142605_565900.json,2025-10-01 14:26:05,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Cyber,https://github.com/danielgonzagat/Cyber,fusion_danielgonzagat-Cyber_20251001_142409_449176.json,2025-10-01 14:24:09,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-DARTSP,https://github.com/danielgonzagat/DARTSP,fusion_danielgonzagat-DARTSP_20251001_143134_894817.json,2025-10-01 14:31:34,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-DNCTensorflow,https://github.com/danielgonzagat/DNCTensorflow,fusion_danielgonzagat-DNCTensorflow_20251001_143206_926491.json,2025-10-01 14:32:06,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Darwin-G-del-Machine,https://github.com/danielgonzagat/Darwin-G-del-Machine,fusion_danielgonzagat-Darwin-G-del-Machine_20251001_142006_206238.json,2025-10-01 14:20:06,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-DataPredict-Neural,https://github.com/danielgonzagat/DataPredict-Neural,fusion_danielgonzagat-DataPredict-Neural_20251001_140814_494462.json,2025-10-01 14:08:14,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-DataPredict,https://github.com/danielgonzagat/DataPredict,fusion_danielgonzagat-DataPredict_20251001_140802_482387.json,2025-10-01 14:08:02,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-DataTonic,https://github.com/danielgonzagat/DataTonic,fusion_danielgonzagat-DataTonic_20251001_142112_272460.json,2025-10-01 14:21:12,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Deep-neural-network-Second-Order-Optimization,https://github.com/danielgonzagat/Deep-neural-network-Second-Order-Optimization,fusion_danielgonzagat-Deep-neural-network-Second-Order-Optimization_20251001_143217_937248.json,2025-10-01 14:32:17,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Deep-reinforcement-learning-with-pytorch,https://github.com/danielgonzagat/Deep-reinforcement-learning-with-pytorch,fusion_danielgonzagat-Deep-reinforcement-learning-with-pytorch_20251001_142926_766375.json,2025-10-01 14:29:26,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-DeepFaceLab,https://github.com/danielgonzagat/DeepFaceLab,fusion_danielgonzagat-DeepFaceLab_20251001_142442_482873.json,2025-10-01 14:24:42,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-DeepLearning-AI-TensorFlow-Developer-Professional-Certificate,https://github.com/danielgonzagat/DeepLearning.AI-TensorFlow-Developer-Professional-Certificate,fusion_danielgonzagat-DeepLearning-AI-TensorFlow-Developer-Professional-Certificate_20251001_140142_102448.json,2025-10-01 14:01:42,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-DeepMCPAgent,https://github.com/danielgonzagat/DeepMCPAgent,fusion_danielgonzagat-DeepMCPAgent_20251001_141453_893999.json,2025-10-01 14:14:53,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-DeepPipe,https://github.com/danielgonzagat/DeepPipe,fusion_danielgonzagat-DeepPipe_20251001_142146_306369.json,2025-10-01 14:21:46,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-DeepResearch,https://github.com/danielgonzagat/DeepResearch,fusion_danielgonzagat-DeepResearch_20251001_135340_620905.json,2025-10-01 13:53:40,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-DeepSpeed,https://github.com/danielgonzagat/DeepSpeed,fusion_danielgonzagat-DeepSpeed_20251001_140526_326532.json,2025-10-01 14:05:26,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-DeepSwarm,https://github.com/danielgonzagat/DeepSwarm,fusion_danielgonzagat-DeepSwarm_20251001_143035_835733.json,2025-10-01 14:30:35,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Definitive-Guide-5th-Edition,https://github.com/danielgonzagat/Definitive-Guide-5th-Edition,fusion_danielgonzagat-Definitive-Guide-5th-Edition_20251001_142432_472963.json,2025-10-01 14:24:32,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Disorder,https://github.com/danielgonzagat/Disorder,fusion_danielgonzagat-Disorder_20251001_143010_810206.json,2025-10-01 14:30:10,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Dive-into-DL-PyTorch,https://github.com/danielgonzagat/Dive-into-DL-PyTorch,fusion_danielgonzagat-Dive-into-DL-PyTorch_20251001_143011_811462.json,2025-10-01 14:30:11,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Dojo-jl,https://github.com/danielgonzagat/Dojo.jl,fusion_danielgonzagat-Dojo-jl_20251001_142516_516410.json,2025-10-01 14:25:16,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Dreambooth-Stable-Diffusion,https://github.com/danielgonzagat/Dreambooth-Stable-Diffusion,fusion_danielgonzagat-Dreambooth-Stable-Diffusion_20251001_142938_778762.json,2025-10-01 14:29:38,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Duo-Cai-You-Xi,https://github.com/danielgonzagat/Duo-Cai-You-Xi,fusion_danielgonzagat-Duo-Cai-You-Xi_20251001_142638_598930.json,2025-10-01 14:26:38,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-EDAN-python,https://github.com/danielgonzagat/EDAN-python,fusion_danielgonzagat-EDAN-python_20251001_142507_507917.json,2025-10-01 14:25:07,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-EDNAG,https://github.com/danielgonzagat/EDNAG,fusion_danielgonzagat-EDNAG_20251001_142122_282480.json,2025-10-01 14:21:22,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-ENAS-pytorch,https://github.com/danielgonzagat/ENAS-pytorch,fusion_danielgonzagat-ENAS-pytorch_20251001_142841_721601.json,2025-10-01 14:28:41,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Earth,https://github.com/danielgonzagat/Earth,fusion_danielgonzagat-Earth_20251001_142841_721795.json,2025-10-01 14:28:41,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-EasyFill,https://github.com/danielgonzagat/EasyFill,fusion_danielgonzagat-EasyFill_20251001_142734_654503.json,2025-10-01 14:27:34,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-EasyRec,https://github.com/danielgonzagat/EasyRec,fusion_danielgonzagat-EasyRec_20251001_140629_389012.json,2025-10-01 14:06:29,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Efficiently-Serving-LLMs,https://github.com/danielgonzagat/Efficiently-Serving-LLMs,fusion_danielgonzagat-Efficiently-Serving-LLMs_20251001_142703_623597.json,2025-10-01 14:27:03,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-ElasticAGI,https://github.com/danielgonzagat/ElasticAGI,fusion_danielgonzagat-ElasticAGI_20251001_142821_701161.json,2025-10-01 14:28:21,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-EmoNavi,https://github.com/danielgonzagat/EmoNavi,fusion_danielgonzagat-EmoNavi_20251001_135854_934869.json,2025-10-01 13:58:54,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-EmoSens,https://github.com/danielgonzagat/EmoSens,fusion_danielgonzagat-EmoSens_20251001_140526_326541.json,2025-10-01 14:05:26,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-EvoAgentX,https://github.com/danielgonzagat/EvoAgentX,fusion_danielgonzagat-EvoAgentX_20251001_141938_178294.json,2025-10-01 14:19:38,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Evolved-Part-Masking,https://github.com/danielgonzagat/Evolved-Part-Masking,fusion_danielgonzagat-Evolved-Part-Masking_20251001_142851_731970.json,2025-10-01 14:28:51,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-FAKE-ViT,https://github.com/danielgonzagat/FAKE-ViT,fusion_danielgonzagat-FAKE-ViT_20251001_142704_624098.json,2025-10-01 14:27:04,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-FEDOT,https://github.com/danielgonzagat/FEDOT,fusion_danielgonzagat-FEDOT_20251001_141840_120249.json,2025-10-01 14:18:40,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-FLAML,https://github.com/danielgonzagat/FLAML,fusion_danielgonzagat-FLAML_20251001_141808_88672.json,2025-10-01 14:18:08,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-FSL-Mate,https://github.com/danielgonzagat/FSL-Mate,fusion_danielgonzagat-FSL-Mate_20251001_142115_275975.json,2025-10-01 14:21:15,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Fair-yet-Equal-CML,https://github.com/danielgonzagat/Fair-yet-Equal-CML,fusion_danielgonzagat-Fair-yet-Equal-CML_20251001_142903_743455.json,2025-10-01 14:29:03,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Fairy-circles-patterns-on-saltmarshes,https://github.com/danielgonzagat/Fairy-circles-patterns-on-saltmarshes,fusion_danielgonzagat-Fairy-circles-patterns-on-saltmarshes_20251001_143047_847298.json,2025-10-01 14:30:47,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-FindTheChatGPTer,https://github.com/danielgonzagat/FindTheChatGPTer,fusion_danielgonzagat-FindTheChatGPTer_20251001_142829_709946.json,2025-10-01 14:28:29,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-FlowBench,https://github.com/danielgonzagat/FlowBench,fusion_danielgonzagat-FlowBench_20251001_142409_449509.json,2025-10-01 14:24:09,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Flowise,https://github.com/danielgonzagat/Flowise,fusion_danielgonzagat-Flowise_20251001_140728_448642.json,2025-10-01 14:07:28,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Foundation-Model-Tutorial,https://github.com/danielgonzagat/Foundation-Model-Tutorial,fusion_danielgonzagat-Foundation-Model-Tutorial_20251001_140142_102446.json,2025-10-01 14:01:42,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-GAN,https://github.com/danielgonzagat/GAN,fusion_danielgonzagat-GAN_20251001_140205_125691.json,2025-10-01 14:02:05,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-GIANT,https://github.com/danielgonzagat/GIANT,fusion_danielgonzagat-GIANT_20251001_142100_260427.json,2025-10-01 14:21:00,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-GPT-Agent,https://github.com/danielgonzagat/GPT-Agent,fusion_danielgonzagat-GPT-Agent_20251001_142904_744534.json,2025-10-01 14:29:04,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-GRPO,https://github.com/danielgonzagat/GRPO,fusion_danielgonzagat-GRPO_20251001_142604_564321.json,2025-10-01 14:26:04,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-GenAI-Course-Repo,https://github.com/danielgonzagat/GenAI-Course-Repo,fusion_danielgonzagat-GenAI-Course-Repo_20251001_140142_102454.json,2025-10-01 14:01:42,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-GenAI-Showcase,https://github.com/danielgonzagat/GenAI-Showcase,fusion_danielgonzagat-GenAI-Showcase_20251001_140814_494291.json,2025-10-01 14:08:14,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-GenAI_LLM_timeline,https://github.com/danielgonzagat/GenAI_LLM_timeline,fusion_danielgonzagat-GenAI_LLM_timeline_20251001_142639_599807.json,2025-10-01 14:26:39,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Growing-Neural-Cellular-Automata-Pytorch,https://github.com/danielgonzagat/Growing-Neural-Cellular-Automata-Pytorch,fusion_danielgonzagat-Growing-Neural-Cellular-Automata-Pytorch_20251001_142840_720554.json,2025-10-01 14:28:40,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Guardrails0,https://github.com/danielgonzagat/Guardrails0,fusion_danielgonzagat-Guardrails0_20251001_135626_786082.json,2025-10-01 13:56:25,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Gymnasium,https://github.com/danielgonzagat/Gymnasium,fusion_danielgonzagat-Gymnasium_20251001_135625_785911.json,2025-10-01 13:56:25,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-HELIX_THEORY,https://github.com/danielgonzagat/HELIX_THEORY,fusion_danielgonzagat-HELIX_THEORY_20251001_141315_795091.json,2025-10-01 14:13:15,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-HE,https://github.com/danielgonzagat/HE,fusion_danielgonzagat-HE_20251001_142203_323670.json,2025-10-01 14:22:03,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-HSOM,https://github.com/danielgonzagat/HSOM,fusion_danielgonzagat-HSOM_20251001_143110_870182.json,2025-10-01 14:31:10,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Hands-On-Meta-Learning-With-Python,https://github.com/danielgonzagat/Hands-On-Meta-Learning-With-Python,fusion_danielgonzagat-Hands-On-Meta-Learning-With-Python_20251001_143020_820693.json,2025-10-01 14:30:20,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-HebbianLearningThesis,https://github.com/danielgonzagat/HebbianLearningThesis,fusion_danielgonzagat-HebbianLearningThesis_20251001_143022_822115.json,2025-10-01 14:30:22,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-HpBandSter,https://github.com/danielgonzagat/HpBandSter,fusion_danielgonzagat-HpBandSter_20251001_142949_789237.json,2025-10-01 14:29:49,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Hyperactive,https://github.com/danielgonzagat/Hyperactive,fusion_danielgonzagat-Hyperactive_20251001_141406_846815.json,2025-10-01 14:14:06,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Hyperparameter-Optimization-of-Machine-Learning-Algorithms,https://github.com/danielgonzagat/Hyperparameter-Optimization-of-Machine-Learning-Algorithms,fusion_danielgonzagat-Hyperparameter-Optimization-of-Machine-Learning-Algorithms_20251001_142958_798670.json,2025-10-01 14:29:58,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-IAAA,https://github.com/danielgonzagat/IAAA,fusion_danielgonzagat-IAAA_20251001_141855_135785.json,2025-10-01 14:18:55,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-IOPaint,https://github.com/danielgonzagat/IOPaint,fusion_danielgonzagat-IOPaint_20251001_142250_370003.json,2025-10-01 14:22:50,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-InstAgent,https://github.com/danielgonzagat/InstAgent,fusion_danielgonzagat-InstAgent_20251001_142318_398332.json,2025-10-01 14:23:18,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Interactive-LLM-Powered-NPCs,https://github.com/danielgonzagat/Interactive-LLM-Powered-NPCs,fusion_danielgonzagat-Interactive-LLM-Powered-NPCs_20251001_142714_634257.json,2025-10-01 14:27:14,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-Introduction-to-XAI,https://github.com/danielgonzagat/Introduction-to-XAI,fusion_danielgonzagat-Introduction-to-XAI_20251001_142237_357446.json,2025-10-01 14:22:37,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-InvokeAI,https://github.com/danielgonzagat/InvokeAI,fusion_danielgonzagat-InvokeAI_20251001_140251_171950.json,2025-10-01 14:02:51,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-IoT-Data_Analytics,https://github.com/danielgonzagat/IoT-Data_Analytics,fusion_danielgonzagat-IoT-Data_Analytics_20251001_142125_285072.json,2025-10-01 14:21:25,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-JARVIS,https://github.com/danielgonzagat/JARVIS,fusion_danielgonzagat-JARVIS_20251001_142042_242216.json,2025-10-01 14:20:42,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-JNN,https://github.com/danielgonzagat/JNN,fusion_danielgonzagat-JNN_20251001_141528_928804.json,2025-10-01 14:15:28,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-JaxMARL,https://github.com/danielgonzagat/JaxMARL,fusion_danielgonzagat-JaxMARL_20251001_142135_295564.json,2025-10-01 14:21:35,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-KwaiAgents,https://github.com/danielgonzagat/KwaiAgents,fusion_danielgonzagat-KwaiAgents_20251001_142626_586681.json,2025-10-01 14:26:26,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-LISA,https://github.com/danielgonzagat/LISA,fusion_danielgonzagat-LISA_20251001_140228_148524.json,2025-10-01 14:02:28,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-LLM-Game-Benchmark,https://github.com/danielgonzagat/LLM-Game-Benchmark,fusion_danielgonzagat-LLM-Game-Benchmark_20251001_142419_459124.json,2025-10-01 14:24:19,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
danielgonzagat-LLMStack,https://github.com/danielgonzagat/LLMStack,fusion_danielgonzagat-LLMStack_20251001_142421_461039.json,2025-10-01 14:24:21,?,,,,,0.012,1.0416666666666667,0.86,0.88,0.006,1.01,0.02,,,0.7561333333333334,,True
